run,period,agent_count,landscape_size,agent_id,sheep_count_if_seen,best_sheep_count_if_seen,payoff,avg_period_felicity,avg_social_welfare
7,50000,4,1,0,2,2,0.19999999999999996,13.903125,693285.2312497445
7,50000,4,1,1,2,2,0.19999999999999996,13.903125,693285.2312497445
7,50000,4,1,2,2,2,0.19999999999999996,13.903125,693285.2312497445
7,50000,4,1,3,2,2,0.19999999999999996,13.903125,693285.2312497445
8,50000,4,1,0,2,2,0.19999999999999996,13.903125,693221.0018747445
8,50000,4,1,1,2,2,0.19999999999999996,13.903125,693221.0018747445
8,50000,4,1,2,2,2,0.19999999999999996,13.903125,693221.0018747445
8,50000,4,1,3,2,2,0.19999999999999996,13.903125,693221.0018747445
9,50000,4,1,0,2,2,0.19999999999999996,13.903125,693238.9774997446
9,50000,4,1,1,2,2,0.19999999999999996,13.903125,693238.9774997446
9,50000,4,1,2,2,2,0.19999999999999996,13.903125,693238.9774997446
9,50000,4,1,3,2,2,0.19999999999999996,13.903125,693238.9774997446
10,50000,4,1,0,2,2,0.19999999999999996,13.903125,693334.8318747443
10,50000,4,1,1,2,2,0.19999999999999996,13.903125,693334.8318747443
10,50000,4,1,2,2,2,0.19999999999999996,13.903125,693334.8318747443
10,50000,4,1,3,2,2,0.19999999999999996,13.903125,693334.8318747443
11,50000,4,1,0,2,2,0.19999999999999996,13.903125,693207.0212497448
11,50000,4,1,1,2,2,0.19999999999999996,13.903125,693207.0212497448
11,50000,4,1,2,2,2,0.19999999999999996,13.903125,693207.0212497448
11,50000,4,1,3,2,2,0.19999999999999996,13.903125,693207.0212497448
12,50000,4,1,0,2,2,0.19999999999999996,13.903125,693214.9206247443
12,50000,4,1,1,2,2,0.19999999999999996,13.903125,693214.9206247443
12,50000,4,1,2,2,2,0.19999999999999996,13.903125,693214.9206247443
12,50000,4,1,3,2,2,0.19999999999999996,13.903125,693214.9206247443
13,50000,4,1,0,2,2,0.19999999999999996,13.903125,693217.4693747447
13,50000,4,1,1,2,2,0.19999999999999996,13.903125,693217.4693747447
13,50000,4,1,2,2,2,0.19999999999999996,13.903125,693217.4693747447
13,50000,4,1,3,2,2,0.19999999999999996,13.903125,693217.4693747447
14,50000,4,1,0,2,2,0.19999999999999996,13.903125,693223.5181247445
14,50000,4,1,1,2,2,0.19999999999999996,13.903125,693223.5181247445
