best_policy, fitness, final_choices
{'fine_vector': [0.15, 0.08, 0.37, 0.0, 2.54, 1.93]}, 681561.0508754959, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [2, 2, 3, 4]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.15, 0.08, 0.37, 0.0, 2.54, 1.93]}, 685679.9418756461, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.15, 0.08, 0.79, 0.0, 2.54, 1.93]}, 687111.0998756473, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [1.09, 0.27, 1.14, 0.0, 2.54, 2.0]}, 687343.4372506391, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.92, 0.27, 1.14, 0.0, 2.54, 2.22]}, 687378.7673756386, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.92, 0.27, 1.14, 0.0, 2.54, 2.22]}, 687427.7521256384, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687181.1856256397, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687721.5048756388, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687673.8635006391, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687706.1436256387, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687616.1045006389, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687639.4111256389, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687606.9251256387, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.42, 0.14, 1.14, 0.0, 2.54, 2.22]}, 687431.7688756393, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
