best_policy, fitness, final_choices
{'fine_vector': [8.51, 10.0, 6.73, 0.25, 8.3, 10.0]}, 673708.3483756252, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [8.51, 10.0, 6.73, 0.25, 8.3, 10.0]}, 673749.4960006254, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [8.51, 10.0, 6.73, 0.07, 8.93, 9.43]}, 682655.5779997194, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [7.02, 10.0, 7.36, 0.05, 8.93, 9.43]}, 683377.6453743668, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [5.53, 10.0, 7.99, 0.05, 8.93, 9.43]}, 683485.6684993667, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [4.04, 10.0, 8.62, 0.0, 8.93, 9.43]}, 686208.5655006347, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [2.55, 10.0, 9.25, 0.0, 9.91, 9.43]}, 686938.1022506359, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [1.06, 10.0, 9.25, 0.0, 9.91, 9.85]}, 687944.470125638, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.19, 10.0, 9.88, 0.0, 9.91, 9.28]}, 688588.6496256392, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.0, 10.0, 9.88, 0.0, 9.91, 9.28]}, 688849.0193756399, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.0, 10.0, 9.94, 0.0, 9.91, 9.28]}, 688818.5951256399, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.0, 10.0, 9.94, 0.0, 9.92, 9.28]}, 688831.6875006398, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
{'fine_vector': [0.0, 10.0, 10.0, 0.0, 9.92, 9.98]}, 688851.5397506391, [{'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}, {'sheep_count': [3, 3, 3, 3]}],
